"season","player_id","player_name","team_id","team_name","shot_zone_basic","shots_attempted","shots_made","percentage","team_average","league_average"
"2016-2017","201147","Corey Brewer","1610612745","Houston Rockets","Restricted Area","98","60","61.22","64.61","61.10"
"2016-2017","201147","Corey Brewer","1610612745","Houston Rockets","Right Corner 3","28","8","28.57","39.52","38.82"
"2016-2017","201569","Eric Gordon","1610612745","Houston Rockets","Above the Break 3","568","213","37.50","35.13","35.15"
"2016-2017","201569","Eric Gordon","1610612745","Houston Rockets","Backcourt","2","0","0.00","0.00","2.00"
"2016-2017","201569","Eric Gordon","1610612745","Houston Rockets","In The Paint (Non-RA)","77","26","33.77","37.33","41.76"
"2016-2017","201569","Eric Gordon","1610612745","Houston Rockets","Left Corner 3","44","18","40.91","37.62","38.63"
"2016-2017","201569","Eric Gordon","1610612745","Houston Rockets","Mid-Range","56","15","26.79","36.10","40.25"
"2016-2017","201569","Eric Gordon","1610612745","Houston Rockets","Restricted Area","222","125","56.31","64.61","61.10"
"2016-2017","201569","Eric Gordon","1610612745","Houston Rockets","Right Corner 3","46","14","30.43","39.52","38.82"
"2016-2017","201583","Ryan Anderson","1610612745","Houston Rockets","Above the Break 3","434","165","38.02","35.13","35.15"
"2016-2017","201583","Ryan Anderson","1610612745","Houston Rockets","In The Paint (Non-RA)","43","20","46.51","37.33","41.76"
"2016-2017","201583","Ryan Anderson","1610612745","Houston Rockets","Left Corner 3","36","19","52.78","37.62","38.63"
"2016-2017","201583","Ryan Anderson","1610612745","Houston Rockets","Mid-Range","95","32","33.68","36.10","40.25"
"2016-2017","201583","Ryan Anderson","1610612745","Houston Rockets","Restricted Area","129","67","51.94","64.61","61.10"
"2016-2017","201583","Ryan Anderson","1610612745","Houston Rockets","Right Corner 3","36","20","55.56","39.52","38.82"
"2016-2017","201628","Bobby Brown","1610612745","Houston Rockets","Above the Break 3","32","12","37.50","35.13","35.15"
"2016-2017","201628","Bobby Brown","1610612745","Houston Rockets","In The Paint (Non-RA)","9","3","33.33","37.33","41.76"
"2016-2017","201628","Bobby Brown","1610612745","Houston Rockets","Left Corner 3","2","2","100.00","37.62","38.63"
"2016-2017","201628","Bobby Brown","1610612745","Houston Rockets","Mid-Range","12","5","41.67","36.10","40.25"
"2016-2017","201628","Bobby Brown","1610612745","Houston Rockets","Restricted Area","4","1","25.00","64.61","61.10"
"2016-2017","201628","Bobby Brown","1610612745","Houston Rockets","Right Corner 3","1","0","0.00","39.52","38.82"
"2016-2017","201935","James Harden","1610612745","Houston Rockets","Above the Break 3","708","247","34.89","35.13","35.15"
"2016-2017","201935","James Harden","1610612745","Houston Rockets","Backcourt","3","0","0.00","0.00","2.00"
"2016-2017","201935","James Harden","1610612745","Houston Rockets","In The Paint (Non-RA)","199","72","36.18","37.33","41.76"
"2016-2017","201935","James Harden","1610612745","Houston Rockets","Left Corner 3","19","6","31.58","37.62","38.63"
"2016-2017","201935","James Harden","1610612745","Houston Rockets","Mid-Range","158","65","41.14","36.10","40.25"
"2016-2017","201935","James Harden","1610612745","Houston Rockets","Restricted Area","420","275","65.48","64.61","61.10"
"2016-2017","201935","James Harden","1610612745","Houston Rockets","Right Corner 3","24","9","37.50","39.52","38.82"
"2016-2017","201976","Patrick Beverley","1610612745","Houston Rockets","Above the Break 3","190","72","37.89","35.13","35.15"
"2016-2017","201976","Patrick Beverley","1610612745","Houston Rockets","Backcourt","1","0","0.00","0.00","2.00"
"2016-2017","201976","Patrick Beverley","1610612745","Houston Rockets","In The Paint (Non-RA)","89","36","40.45","37.33","41.76"
"2016-2017","201976","Patrick Beverley","1610612745","Houston Rockets","Left Corner 3","40","16","40.00","37.62","38.63"
"2016-2017","201976","Patrick Beverley","1610612745","Houston Rockets","Mid-Range","34","11","32.35","36.10","40.25"
"2016-2017","201976","Patrick Beverley","1610612745","Houston Rockets","Restricted Area","132","71","53.79","64.61","61.10"
"2016-2017","201976","Patrick Beverley","1610612745","Houston Rockets","Right Corner 3","55","21","38.18","39.52","38.82"
"2016-2017","203898","Tyler Ennis","1610612745","Houston Rockets","Above the Break 3","15","6","40.00","35.13","35.15"
"2016-2017","203898","Tyler Ennis","1610612745","Houston Rockets","In The Paint (Non-RA)","16","3","18.75","37.33","41.76"
"2016-2017","203898","Tyler Ennis","1610612745","Houston Rockets","Left Corner 3","1","0","0.00","37.62","38.63"
"2016-2017","203898","Tyler Ennis","1610612745","Houston Rockets","Mid-Range","7","0","0.00","36.10","40.25"
"2016-2017","203898","Tyler Ennis","1610612745","Houston Rockets","Restricted Area","25","16","64.00","64.61","61.10"
"2016-2017","203909","KJ McDaniels","1610612745","Houston Rockets","Above the Break 3","20","7","35.00","35.13","35.15"
"2016-2017","203909","KJ McDaniels","1610612745","Houston Rockets","In The Paint (Non-RA)","9","3","33.33","37.33","41.76"
"2016-2017","203909","KJ McDaniels","1610612745","Houston Rockets","Left Corner 3","5","2","40.00","37.62","38.63"
"2016-2017","203909","KJ McDaniels","1610612745","Houston Rockets","Mid-Range","3","0","0.00","36.10","40.25"
"2016-2017","203909","KJ McDaniels","1610612745","Houston Rockets","Restricted Area","29","19","65.52","64.61","61.10"
"2016-2017","203909","KJ McDaniels","1610612745","Houston Rockets","Right Corner 3","2","0","0.00","39.52","38.82"
"2016-2017","203991","Clint Capela","1610612745","Houston Rockets","In The Paint (Non-RA)","80","28","35.00","37.33","41.76"
"2016-2017","203991","Clint Capela","1610612745","Houston Rockets","Mid-Range","6","2","33.33","36.10","40.25"
"2016-2017","203991","Clint Capela","1610612745","Houston Rockets","Restricted Area","477","332","69.60","64.61","61.10"
"2016-2017","2403","Nene","1610612745","Houston Rockets","Above the Break 3","9","3","33.33","35.13","35.15"
"2016-2017","2403","Nene","1610612745","Houston Rockets","In The Paint (Non-RA)","33","14","42.42","37.33","41.76"
"2016-2017","2403","Nene","1610612745","Houston Rockets","Mid-Range","78","32","41.03","36.10","40.25"
"2016-2017","2403","Nene","1610612745","Houston Rockets","Restricted Area","277","196","70.76","64.61","61.10"
"2016-2017","2772","Trevor Ariza","1610612745","Houston Rockets","Above the Break 3","357","114","31.93","35.13","35.15"
"2016-2017","2772","Trevor Ariza","1610612745","Houston Rockets","Backcourt","1","0","0.00","0.00","2.00"
"2016-2017","2772","Trevor Ariza","1610612745","Houston Rockets","In The Paint (Non-RA)","26","10","38.46","37.33","41.76"
"2016-2017","2772","Trevor Ariza","1610612745","Houston Rockets","Left Corner 3","61","20","32.79","37.62","38.63"
"2016-2017","2772","Trevor Ariza","1610612745","Houston Rockets","Mid-Range","31","10","32.26","36.10","40.25"
"2016-2017","2772","Trevor Ariza","1610612745","Houston Rockets","Restricted Area","186","115","61.83","64.61","61.10"
"2016-2017","2772","Trevor Ariza","1610612745","Houston Rockets","Right Corner 3","135","56","41.48","39.52","38.82"
"2016-2017","101108","Chris Paul","1610612746","LA Clippers","Above the Break 3","266","107","40.23","36.77","35.15"
"2016-2017","101108","Chris Paul","1610612746","LA Clippers","Backcourt","1","0","0.00","11.76","2.00"
"2016-2017","101108","Chris Paul","1610612746","LA Clippers","In The Paint (Non-RA)","94","46","48.94","39.33","41.76"
"2016-2017","101108","Chris Paul","1610612746","LA Clippers","Left Corner 3","18","10","55.56","43.50","38.63"
"2016-2017","101108","Chris Paul","1610612746","LA Clippers","Mid-Range","322","164","50.93","43.81","40.25"
"2016-2017","101108","Chris Paul","1610612746","LA Clippers","Restricted Area","67","40","59.70","64.10","61.10"
"2016-2017","101108","Chris Paul","1610612746","LA Clippers","Right Corner 3","17","7","41.18","39.15","38.82"
"2016-2017","101109","Raymond Felton","1610612746","LA Clippers","Above the Break 3","108","30","27.78","36.77","35.15"
"2016-2017","101109","Raymond Felton","1610612746","LA Clippers","Backcourt","6","0","0.00","11.76","2.00"
"2016-2017","101109","Raymond Felton","1610612746","LA Clippers","In The Paint (Non-RA)","61","19","31.15","39.33","41.76"
"2016-2017","101109","Raymond Felton","1610612746","LA Clippers","Left Corner 3","19","11","57.89","43.50","38.63"
"2016-2017","101109","Raymond Felton","1610612746","LA Clippers","Mid-Range","133","51","38.35","43.81","40.25"
"2016-2017","101109","Raymond Felton","1610612746","LA Clippers","Restricted Area","176","105","59.66","64.10","61.10"
"2016-2017","101109","Raymond Felton","1610612746","LA Clippers","Right Corner 3","9","5","55.56","39.15","38.82"
"2016-2017","101138","Brandon Bass","1610612746","LA Clippers","Above the Break 3","2","1","50.00","36.77","35.15"
"2016-2017","101138","Brandon Bass","1610612746","LA Clippers","In The Paint (Non-RA)","24","8","33.33","39.33","41.76"
"2016-2017","101138","Brandon Bass","1610612746","LA Clippers","Left Corner 3","1","0","0.00","43.50","38.63"
"2016-2017","101138","Brandon Bass","1610612746","LA Clippers","Mid-Range","55","26","47.27","43.81","40.25"
"2016-2017","101138","Brandon Bass","1610612746","LA Clippers","Restricted Area","104","72","69.23","64.10","61.10"
"2016-2017","101187","Alan Anderson","1610612746","LA Clippers","Above the Break 3","27","10","37.04","36.77","35.15"
"2016-2017","101187","Alan Anderson","1610612746","LA Clippers","In The Paint (Non-RA)","5","1","20.00","39.33","41.76"
"2016-2017","101187","Alan Anderson","1610612746","LA Clippers","Left Corner 3","10","1","10.00","43.50","38.63"
"2016-2017","101187","Alan Anderson","1610612746","LA Clippers","Mid-Range","14","3","21.43","43.81","40.25"
"2016-2017","101187","Alan Anderson","1610612746","LA Clippers","Restricted Area","17","12","70.59","64.10","61.10"
"2016-2017","101187","Alan Anderson","1610612746","LA Clippers","Right Corner 3","7","3","42.86","39.15","38.82"
"2016-2017","1627744","Brice Johnson","1610612746","LA Clippers","In The Paint (Non-RA)","3","0","0.00","39.33","41.76"
"2016-2017","1627744","Brice Johnson","1610612746","LA Clippers","Mid-Range","1","0","0.00","43.81","40.25"
"2016-2017","1627744","Brice Johnson","1610612746","LA Clippers","Restricted Area","3","2","66.67","64.10","61.10"
"2016-2017","1627754","Diamond Stone","1610612746","LA Clippers","In The Paint (Non-RA)","1","0","0.00","39.33","41.76"
"2016-2017","1627754","Diamond Stone","1610612746","LA Clippers","Mid-Range","8","2","25.00","43.81","40.25"
"2016-2017","1627754","Diamond Stone","1610612746","LA Clippers","Restricted Area","4","1","25.00","64.10","61.10"
"2016-2017","1718","Paul Pierce","1610612746","LA Clippers","Above the Break 3","36","11","30.56","36.77","35.15"
"2016-2017","1718","Paul Pierce","1610612746","LA Clippers","In The Paint (Non-RA)","6","2","33.33","39.33","41.76"
"2016-2017","1718","Paul Pierce","1610612746","LA Clippers","Left Corner 3","4","3","75.00","43.50","38.63"
"2016-2017","1718","Paul Pierce","1610612746","LA Clippers","Mid-Range","14","7","50.00","43.81","40.25"
"2016-2017","1718","Paul Pierce","1610612746","LA Clippers","Restricted Area","7","4","57.14","64.10","61.10"
"2016-2017","1718","Paul Pierce","1610612746","LA Clippers","Right Corner 3","3","1","33.33","39.15","38.82"
"2016-2017","200755","JJ Redick","1610612746","LA Clippers","Above the Break 3","388","161","41.49","36.77","35.15"
"2016-2017","200755","JJ Redick","1610612746","LA Clippers","In The Paint (Non-RA)","48","20","41.67","39.33","41.76"
"2016-2017","200755","JJ Redick","1610612746","LA Clippers","Left Corner 3","33","19","57.58","43.50","38.63"
"2016-2017","200755","JJ Redick","1610612746","LA Clippers","Mid-Range","298","131","43.96","43.81","40.25"
"2016-2017","200755","JJ Redick","1610612746","LA Clippers","Restricted Area","76","44","57.89","64.10","61.10"
"2016-2017","200755","JJ Redick","1610612746","LA Clippers","Right Corner 3","39","14","35.90","39.15","38.82"
"2016-2017","201578","Marreese Speights","1610612746","LA Clippers","Above the Break 3","239","87","36.40","36.77","35.15"
"2016-2017","201578","Marreese Speights","1610612746","LA Clippers","Backcourt","3","0","0.00","11.76","2.00"
"2016-2017","201578","Marreese Speights","1610612746","LA Clippers","In The Paint (Non-RA)","57","21","36.84","39.33","41.76"
"2016-2017","201578","Marreese Speights","1610612746","LA Clippers","Left Corner 3","14","7","50.00","43.50","38.63"
"2016-2017","201578","Marreese Speights","1610612746","LA Clippers","Mid-Range","60","24","40.00","43.81","40.25"
"2016-2017","201578","Marreese Speights","1610612746","LA Clippers","Restricted Area","154","96","62.34","64.10","61.10"
"2016-2017","201578","Marreese Speights","1610612746","LA Clippers","Right Corner 3","20","9","45.00","39.15","38.82"
"2016-2017","201599","DeAndre Jordan","1610612746","LA Clippers","Above the Break 3","2","0","0.00","36.77","35.15"
"2016-2017","201599","DeAndre Jordan","1610612746","LA Clippers","In The Paint (Non-RA)","40","15","37.50","39.33","41.76"
"2016-2017","201599","DeAndre Jordan","1610612746","LA Clippers","Mid-Range","2","0","0.00","43.81","40.25"
"2016-2017","201599","DeAndre Jordan","1610612746","LA Clippers","Restricted Area","533","397","74.48","64.10","61.10"
"2016-2017","201601","Luc Mbah a Moute","1610612746","LA Clippers","Above the Break 3","14","6","42.86","36.77","35.15"
"2016-2017","201601","Luc Mbah a Moute","1610612746","LA Clippers","In The Paint (Non-RA)","9","2","22.22","39.33","41.76"
"2016-2017","201601","Luc Mbah a Moute","1610612746","LA Clippers","Left Corner 3","31","13","41.94","43.50","38.63"
"2016-2017","201601","Luc Mbah a Moute","1610612746","LA Clippers","Mid-Range","79","38","48.10","43.81","40.25"
"2016-2017","201601","Luc Mbah a Moute","1610612746","LA Clippers","Restricted Area","180","108","60.00","64.10","61.10"
"2016-2017","201601","Luc Mbah a Moute","1610612746","LA Clippers","Right Corner 3","55","23","41.82","39.15","38.82"
"2016-2017","201933","Blake Griffin","1610612746","LA Clippers","Above the Break 3","81","25","30.86","36.77","35.15"
"2016-2017","201933","Blake Griffin","1610612746","LA Clippers","Backcourt","1","0","0.00","11.76","2.00"
"2016-2017","201933","Blake Griffin","1610612746","LA Clippers","In The Paint (Non-RA)","136","49","36.03","39.33","41.76"
"2016-2017","201933","Blake Griffin","1610612746","LA Clippers","Left Corner 3","26","12","46.15","43.50","38.63"
"2016-2017","201933","Blake Griffin","1610612746","LA Clippers","Mid-Range","325","138","42.46","43.81","40.25"
"2016-2017","201933","Blake Griffin","1610612746","LA Clippers","Restricted Area","397","254","63.98","64.10","61.10"
"2016-2017","201933","Blake Griffin","1610612746","LA Clippers","Right Corner 3","4","1","25.00","39.15","38.82"
"2016-2017","202325","Wesley Johnson","1610612746","LA Clippers","Above the Break 3","66","16","24.24","36.77","35.15"
"2016-2017","202325","Wesley Johnson","1610612746","LA Clippers","Backcourt","1","0","0.00","11.76","2.00"
"2016-2017","202325","Wesley Johnson","1610612746","LA Clippers","In The Paint (Non-RA)","6","6","100.00","39.33","41.76"
"2016-2017","202325","Wesley Johnson","1610612746","LA Clippers","Left Corner 3","31","9","29.03","43.50","38.63"
"2016-2017","202325","Wesley Johnson","1610612746","LA Clippers","Mid-Range","46","19","41.30","43.81","40.25"
"2016-2017","202325","Wesley Johnson","1610612746","LA Clippers","Restricted Area","30","19","63.33","64.10","61.10"
"2016-2017","202325","Wesley Johnson","1610612746","LA Clippers","Right Corner 3","16","4","25.00","39.15","38.82"
"2016-2017","203085","Austin Rivers","1610612746","LA Clippers","Above the Break 3","236","87","36.86","36.77","35.15"
"2016-2017","203085","Austin Rivers","1610612746","LA Clippers","In The Paint (Non-RA)","116","50","43.10","39.33","41.76"
